interval_id,participant_id,video_id,start_timestamp,end_timestamp,middle_noun
msfgBoGoyv,P13,P13_08,0:34:21.420000,0:34:24.420000,13
rvLcgkfYkw,P35,P35_109,0:08:52.900000,0:08:55.900000,13
bWMPuYXAec,P35,P35_108,0:12:09.820000,0:12:12.820000,13
oOkCTuHmSq,P01,P01_104,0:02:17.820000,0:02:20.820000,13
HcmyevhRhi,P22,P22_11,0:01:44.730000,0:01:47.730000,13
CfuaCXCbsu,P30,P30_110,0:03:00.750000,0:03:03.750000,13
wTPmXwJhII,P29,P29_03,0:00:19.210000,0:00:22.210000,13
LXHkLUHWZC,P03,P03_109,0:07:32.190000,0:07:35.190000,13
RovdIcGuTy,P06,P06_103,0:04:27,0:04:30,13
wTPIHSjnHy,P24,P24_06,0:04:05.500000,0:04:08.500000,13
jNrwivSupr,P35,P35_108,0:17:42.820000,0:17:45.820000,13
pyDbIMaQyx,P03,P03_117,0:06:05.290000,0:06:08.290000,13
uZbYUHjlLS,P07,P07_04,0:03:38.580000,0:03:41.580000,13
OcATDZzuru,P02,P02_118,0:10:31.240000,0:10:34.240000,13
vlSdGPdgHK,P24,P24_03,0:01:18.050000,0:01:21.050000,13
AWjJJzCgBW,P02,P02_135,0:02:11.070000,0:02:14.070000,13
JVENazTQQS,P04,P04_101,0:07:04.370000,0:07:07.370000,13
PogmdrPgcw,P31,P31_07,0:00:49.600000,0:00:52.600000,13
RdUBGBwJdp,P31,P31_07,0:01:12.600000,0:01:15.600000,13
LJWvNWOZhD,P28,P28_113,0:01:13.620000,0:01:16.620000,13
ZFpaaIlKkE,P35,P35_108,0:17:39.820000,0:17:42.820000,13
PgRAHPCKXC,P26,P26_118,0:05:27.320000,0:05:30.320000,13
ulOAPgHOgs,P02,P02_123,0:18:14.760000,0:18:17.760000,13
iTxwCwCCOU,P07,P07_102,0:03:14.090000,0:03:17.090000,13
IBxiDGnKcA,P25,P25_12,0:00:17.570000,0:00:20.570000,13
qjDjmTyiGk,P30,P30_104,0:04:34,0:04:37,13
SxfyPnKESC,P01,P01_103,0:02:38.430000,0:02:41.430000,13
oEbMmOwsWq,P28,P28_109,0:03:10.780000,0:03:13.780000,13
UzFyCzRpGS,P35,P35_109,0:08:13.900000,0:08:16.900000,13
NjorDUePIo,P01,P01_104,0:02:18.820000,0:02:21.820000,13
UfdfhttWLK,P06,P06_105,0:01:18.850000,0:01:21.850000,13
ulOKDOONAM,P19,P19_01,0:01:46.030000,0:01:49.030000,13
BWdGKvPPHT,P31,P31_07,0:00:57.600000,0:01:00.600000,13
aQZmHWhdBq,P30,P30_109,0:02:14,0:02:17,13
BdGHquOHit,P29,P29_03,0:00:12.210000,0:00:15.210000,13
ZKxlidYrOd,P07,P07_04,0:03:16.580000,0:03:19.580000,13
GUTOkifucb,P06,P06_103,0:03:59,0:04:02,13
rqNhmjzOsG,P13,P13_05,0:00:39.440000,0:00:42.440000,13
joVqADfQOH,P02,P02_131,0:06:03.310000,0:06:06.310000,13
sqeyaczRgG,P35,P35_109,0:16:03.900000,0:16:06.900000,13
VidKWkEOKy,P07,P07_06,0:00:12.250000,0:00:15.250000,13
KPXSufPmjp,P02,P02_01,0:00:28.310000,0:00:31.310000,13
kXlsvmTJjf,P02,P02_06,0:16:02.980000,0:16:05.980000,13
BmfFeCODqY,P31,P31_06,0:00:02,0:00:05,13
QShnLiMmDp,P02,P02_118,0:10:38.240000,0:10:41.240000,13
aXDmRxFTYP,P20,P20_04,0:36:03,0:36:06,13
QdLupTSmXX,P29,P29_03,0:00:42.210000,0:00:45.210000,13
xbSsNQyLgj,P35,P35_109,0:08:21.900000,0:08:24.900000,13
mUxNkAAdmP,P30,P30_101,0:01:25.420000,0:01:28.420000,13
MadxMyclAy,P06,P06_103,0:05:07,0:05:10,13
ncsRneoTcn,P28,P28_103,0:00:33.940000,0:00:36.940000,13
YOSmIvsZSu,P22,P22_13,0:05:52.240000,0:05:55.240000,13
LwzpqsxzqV,P03,P03_09,0:06:03.870000,0:06:06.870000,13
JPvfOqoAmD,P24,P24_04,0:06:15.740000,0:06:18.740000,13
bgQhXwGGYl,P28,P28_113,0:01:14.620000,0:01:17.620000,13
WjOjUfEGya,P02,P02_09,0:02:02.230000,0:02:05.230000,13
KiVFuRxQMv,P22,P22_14,0:01:50.490000,0:01:53.490000,13
nwQNUeOHFE,P31,P31_07,0:03:09.600000,0:03:12.600000,13
nJoRPUOKCe,P26,P26_18,0:02:38,0:02:41,13
nAaVnxfTIs,P22,P22_10,0:02:42.020000,0:02:45.020000,13
oMgmomQril,P22,P22_11,0:01:32.730000,0:01:35.730000,13
ekldhOLjZH,P30,P30_11,0:01:51.140000,0:01:54.140000,13
gelyhyXgRz,P01,P01_103,0:02:42.430000,0:02:45.430000,13
oFucvoqdhH,P13,P13_08,0:34:30.420000,0:34:33.420000,13
FAynUUFVAe,P02,P02_105,0:05:08.700000,0:05:11.700000,13
tPuMHmXjHG,P01,P01_09,0:10:48.140000,0:10:51.140000,13
QQPANwALnm,P08,P08_04,0:03:09.320000,0:03:12.320000,13
QPgMozcGuP,P06,P06_103,0:04:11,0:04:14,13
WTXahEnYGu,P26,P26_18,0:04:39,0:04:42,13
xuYWberjTj,P30,P30_107,0:24:58,0:25:01,13
yMeqewjWqB,P04,P04_101,0:07:08.370000,0:07:11.370000,13
JchVAulusl,P03,P03_109,0:07:34.190000,0:07:37.190000,13
jzpYPUybKG,P04,P04_09,0:01:16.590000,0:01:19.590000,13
TUbKrPnbNz,P28,P28_111,0:05:45.100000,0:05:48.100000,13
TyANEifmiy,P30,P30_03,0:00:52.660000,0:00:55.660000,13
SKWGBNTDFU,P26,P26_18,0:02:37,0:02:40,13
FPFwZOBIZY,P04,P04_113,0:01:25,0:01:28,13
PTLJWxtAht,P05,P05_01,0:05:26.930000,0:05:29.930000,13
vlSZOVqwhw,P30,P30_113,0:06:02.360000,0:06:05.360000,13
UpKOmbdcCb,P06,P06_105,0:01:33.850000,0:01:36.850000,13
ubYdLptzwT,P01,P01_109,0:00:40.580000,0:00:43.580000,13
UklZSeRHqm,P31,P31_07,0:01:22.600000,0:01:25.600000,13
MbelOBkTzt,P35,P35_108,0:09:07.820000,0:09:10.820000,13
DZZFUwwkrd,P35,P35_108,0:09:17.820000,0:09:20.820000,13
ihdnLAuZLh,P03,P03_09,0:06:01.870000,0:06:04.870000,13
uJmJFsGczN,P30,P30_107,0:24:47,0:24:50,13
xVcapzQAFc,P35,P35_108,0:19:35.820000,0:19:38.820000,13
IrHQOaxpqp,P02,P02_118,0:10:32.240000,0:10:35.240000,13
uyCJrvLdhw,P02,P02_01,0:03:39.310000,0:03:42.310000,13
bhDwcVpHLw,P19,P19_01,0:00:29.030000,0:00:32.030000,13
PQQhqszTnx,P02,P02_101,0:03:52.290000,0:03:55.290000,13
bkWWmmOlIf,P19,P19_01,0:01:44.030000,0:01:47.030000,13
vhPdRyscsF,P30,P30_11,0:01:49.140000,0:01:52.140000,13
gpjFNeikjS,P24,P24_04,0:06:35.740000,0:06:38.740000,13
OHOETVTDxS,P07,P07_04,0:03:44.580000,0:03:47.580000,13
fKKyUIgnoP,P28,P28_109,0:01:53.780000,0:01:56.780000,13
bPEknOSXqb,P24,P24_05,0:23:51.140000,0:23:54.140000,13
cHbMXKNCpZ,P25,P25_103,0:06:46.020000,0:06:49.020000,14
GVRvRlzZex,P25,P25_107,0:15:36.140000,0:15:39.140000,14
nycrybtxNE,P28,P28_02,0:02:05.960000,0:02:08.960000,14
HLqAySKEna,P25,P25_101,0:05:31.750000,0:05:34.750000,14
knXdJiTuuy,P27,P27_06,0:06:20.730000,0:06:23.730000,14
RBtMuJKJKZ,P25,P25_107,0:29:46.140000,0:29:49.140000,14
jPmxaKIbMj,P26,P26_124,0:07:07.310000,0:07:10.310000,14
GCYDEtXezn,P25,P25_107,0:24:14.140000,0:24:17.140000,14
JTBAgGYvbO,P03,P03_109,0:12:48.190000,0:12:51.190000,14
bGbeXMGTiZ,P06,P06_104,0:01:32.360000,0:01:35.360000,14
UrPtkplObI,P26,P26_103,0:05:10.590000,0:05:13.590000,14
fSgVBSfJbw,P11,P11_109,0:03:01.860000,0:03:04.860000,14
RehkyZtzbr,P25,P25_102,0:00:40.210000,0:00:43.210000,14
STjjLHKIHb,P13,P13_09,0:02:49.340000,0:02:52.340000,14
drXQUvdJuP,P26,P26_103,0:04:38.590000,0:04:41.590000,14
jEFAtHkAok,P35,P35_104,0:10:43.760000,0:10:46.760000,14
asxnBREsBP,P22,P22_111,0:04:19.280000,0:04:22.280000,14
DfgrlGXvXr,P03,P03_119,0:10:27.040000,0:10:30.040000,14
gCrIBFrmGb,P24,P24_06,0:05:05.500000,0:05:08.500000,14
rlBjCZPcWm,P02,P02_123,0:13:02.760000,0:13:05.760000,14
HUSVpIkSDn,P03,P03_101,0:03:06.600000,0:03:09.600000,14
KITJrLmHkZ,P25,P25_103,0:04:53.020000,0:04:56.020000,14
QcrTrAhOJH,P31,P31_02,0:02:01.170000,0:02:04.170000,14
iBefZVFTiS,P25,P25_102,0:03:26.210000,0:03:29.210000,14
XbDkRLraZl,P03,P03_117,0:07:06.290000,0:07:09.290000,14
WbAtSXjKma,P26,P26_19,0:02:42.300000,0:02:45.300000,14
WqChWvaeLi,P25,P25_103,0:02:59.020000,0:03:02.020000,14
jrSWfKqBvy,P22,P22_106,0:05:21.370000,0:05:24.370000,14
TrDZJoGoJh,P28,P28_108,0:02:10.680000,0:02:13.680000,14
qKPURzcDId,P13,P13_09,0:02:37.340000,0:02:40.340000,14
UgVmCBytuG,P31,P31_09,0:03:17,0:03:20,14
ybABDsfbqK,P07,P07_11,0:01:09.610000,0:01:12.610000,14
SWItTIRYWj,P27,P27_06,0:06:16.730000,0:06:19.730000,14
BwYnFRfrXc,P26,P26_118,0:04:54.320000,0:04:57.320000,14
YdcMvWZazM,P35,P35_108,0:14:29.820000,0:14:32.820000,14
aMtviRqSWb,P08,P08_01,0:02:02.760000,0:02:05.760000,14
XpeKDhMvph,P02,P02_105,0:03:09.700000,0:03:12.700000,14
lVoNiJxsOn,P25,P25_107,0:14:45.140000,0:14:48.140000,14
GhvleFuiZd,P27,P27_01,0:02:51.590000,0:02:54.590000,14
UlpofPTSEK,P31,P31_02,0:01:53.170000,0:01:56.170000,14
ZXDHQBRloL,P35,P35_104,0:03:43.760000,0:03:46.760000,14
WrIzTQpUvn,P35,P35_108,0:14:33.820000,0:14:36.820000,14
KgpdWzWGDB,P35,P35_104,0:04:19.760000,0:04:22.760000,14
dHEoeGVzUq,P35,P35_108,0:05:12.820000,0:05:15.820000,14
hJCrFsNjxC,P22,P22_104,0:10:12.640000,0:10:15.640000,14
FRSSnPFILV,P30,P30_10,0:08:59.120000,0:09:02.120000,14
iJFCTHcUOk,P01,P01_109,0:18:11.580000,0:18:14.580000,14
EmjbLZgmjX,P35,P35_107,0:08:20.190000,0:08:23.190000,14
RWFUsmkjvB,P25,P25_107,0:20:40.140000,0:20:43.140000,14
xMTaLXXIWv,P12,P12_103,0:00:13.750000,0:00:16.750000,14
HnPiINjdVZ,P24,P24_01,0:07:11.250000,0:07:14.250000,14
UErXLrUZYZ,P02,P02_123,0:13:00.760000,0:13:03.760000,14
RdYuVOdifJ,P25,P25_101,0:03:31.750000,0:03:34.750000,14
SsjPhNiVRX,P26,P26_118,0:05:07.320000,0:05:10.320000,14
jhfzNzMJnr,P13,P13_09,0:02:51.340000,0:02:54.340000,14
RrSqePliFm,P31,P31_02,0:01:59.170000,0:02:02.170000,14
TokVnWSYzy,P24,P24_03,0:04:23.050000,0:04:26.050000,14
XDHSMrGUGj,P26,P26_103,0:05:27.590000,0:05:30.590000,14
OLVRTHLSOd,P26,P26_28,0:01:30.910000,0:01:33.910000,14
eBCCgKvzoG,P26,P26_02,0:04:37.060000,0:04:40.060000,14
sAvoGZWLkt,P35,P35_105,0:11:09.200000,0:11:12.200000,14
VjdOZkKULl,P35,P35_105,0:05:52.200000,0:05:55.200000,14
TnrXFvEJXK,P08,P08_21,0:03:37.430000,0:03:40.430000,14
xbrksEfgoi,P13,P13_04,0:02:50.230000,0:02:53.230000,14
ipMeREKOTT,P30,P30_114,0:01:46.410000,0:01:49.410000,14
WzeDtWUSZh,P26,P26_118,0:04:10.320000,0:04:13.320000,14
euvCvmevXB,P27,P27_101,0:10:46.280000,0:10:49.280000,14
MXOtvFeFEk,P29,P29_03,0:16:23.210000,0:16:26.210000,14
feQazKsQRD,P28,P28_105,0:06:07.380000,0:06:10.380000,14
VHHYxCDvwi,P35,P35_104,0:09:44.760000,0:09:47.760000,14
qCJTzchpgb,P26,P26_107,0:00:55.420000,0:00:58.420000,14
YdytEFkYMN,P25,P25_107,0:23:44.140000,0:23:47.140000,14
rWnlkdJLtL,P25,P25_101,0:02:16.750000,0:02:19.750000,14
lUxbSGXAyE,P26,P26_117,0:03:59.680000,0:04:02.680000,14
gxWZBPmsjV,P35,P35_108,0:15:31.820000,0:15:34.820000,14
xFMAtyifuV,P22,P22_113,0:10:11.750000,0:10:14.750000,14
eNaZVpCmFX,P04,P04_110,0:05:35.540000,0:05:38.540000,14
zYyVfoVDdU,P25,P25_107,0:16:13.140000,0:16:16.140000,14
vgvvdEBgBy,P14,P14_09,0:01:28.710000,0:01:31.710000,14
uIOapvNGUY,P35,P35_108,0:04:23.820000,0:04:26.820000,14
gSSeRAnMHe,P28,P28_02,0:02:00.960000,0:02:03.960000,14
RWsWZXkQhY,P26,P26_02,0:02:49.060000,0:02:52.060000,14
fcAPJedDBf,P35,P35_108,0:13:18.820000,0:13:21.820000,14
lvbffrdyaT,P22,P22_115,0:00:44.620000,0:00:47.620000,14
JdbqNinXBy,P22,P22_116,0:05:26.750000,0:05:29.750000,14
glKyeKzEop,P26,P26_103,0:05:02.590000,0:05:05.590000,14
OyWbnBvwhC,P13,P13_09,0:02:30.340000,0:02:33.340000,14
RSJPiEZWqu,P24,P24_06,0:04:56.500000,0:04:59.500000,14
orywAEzsoS,P11,P11_103,0:02:01.070000,0:02:04.070000,14
ueeIfvGCLv,P31,P31_09,0:03:20,0:03:23,14
mdxGVBOszK,P22,P22_104,0:10:21.640000,0:10:24.640000,14
EEIFJoFEyh,P13,P13_09,0:06:01.340000,0:06:04.340000,14
LVadjkRYbz,P24,P24_02,0:03:58.130000,0:04:01.130000,14
SOzSlUJaNY,P25,P25_101,0:01:07.750000,0:01:10.750000,14
ehXqLqOGfo,P35,P35_104,0:09:16.760000,0:09:19.760000,14
QKNMdvBdAI,P29,P29_03,0:16:26.210000,0:16:29.210000,14
ybxtEUXjNj,P25,P25_107,0:29:43.140000,0:29:46.140000,14
IzwhONwCjZ,P02,P02_09,0:36:27.230000,0:36:30.230000,14
LUcPmGatJk,P35,P35_105,0:13:46.200000,0:13:49.200000,14
wQTxdRADnd,P26,P26_112,0:05:36.250000,0:05:39.250000,14
BNDuKePiIC,P35,P35_105,0:11:47.200000,0:11:50.200000,14
ImAuScJAVt,P31,P31_09,0:03:16,0:03:19,14
tjLbAMsowC,P25,P25_107,0:22:58.140000,0:23:01.140000,14
fMSrKrFxIF,P26,P26_118,0:04:57.320000,0:05:00.320000,14
OADWLcKVGg,P25,P25_104,0:01:53.060000,0:01:56.060000,14
VeKYkBHIQQ,P25,P25_107,0:05:46.140000,0:05:49.140000,14
YIGSHydDSR,P25,P25_102,0:02:23.210000,0:02:26.210000,14
YPlKbfepvc,P25,P25_05,0:19:50.970000,0:19:53.970000,14
aEshjWljKD,P15,P15_13,0:00:22.630000,0:00:25.630000,14
bVcEWHnEqc,P22,P22_106,0:05:20.370000,0:05:23.370000,14
yJZVelAxoJ,P30,P30_103,0:00:04.530000,0:00:07.530000,14
xNniXvImTg,P03,P03_101,0:03:04.600000,0:03:07.600000,14
aktuHcKipX,P14,P14_04,0:00:09.720000,0:00:12.720000,14
fyKEgcmuiH,P25,P25_103,0:06:01.020000,0:06:04.020000,14
bRnvXOiDtX,P27,P27_103,0:36:07.350000,0:36:10.350000,14
mJCfXSiDAh,P35,P35_104,0:09:18.760000,0:09:21.760000,14
kMdpZYkPIH,P35,P35_107,0:08:21.190000,0:08:24.190000,14
JIEeSLKiUp,P26,P26_118,0:04:58.320000,0:05:01.320000,14
NbbqPmprKF,P22,P22_16,0:09:36.960000,0:09:39.960000,14
XgHGaIrxUg,P35,P35_108,0:15:33.820000,0:15:36.820000,14
nBfhMERXoD,P06,P06_07,0:04:41.900000,0:04:44.900000,14
QHGmATMhFe,P25,P25_107,0:28:19.140000,0:28:22.140000,14
uzqkNCYbRp,P35,P35_104,0:09:06.760000,0:09:09.760000,14
YnKsddVHGK,P30,P30_104,0:03:42,0:03:45,14
IVzXyRWBAo,P25,P25_104,0:01:46.060000,0:01:49.060000,14
uKKMJjcDpJ,P24,P24_01,0:07:14.250000,0:07:17.250000,14
aEWTPXArMr,P22,P22_111,0:04:59.280000,0:05:02.280000,14
qQXyKTAvPg,P01,P01_109,0:48:29.580000,0:48:32.580000,14
EIwKCcEMSb,P25,P25_103,0:08:11.020000,0:08:14.020000,14
cprTUNESmQ,P24,P24_06,0:04:59.500000,0:05:02.500000,14
iSmpHhTSrW,P25,P25_107,0:34:32.140000,0:34:35.140000,14
PyfSKCHSao,P22,P22_113,0:10:30.750000,0:10:33.750000,14
LZazkMdIca,P28,P28_108,0:04:18.680000,0:04:21.680000,14
jvrBoukFSn,P13,P13_08,0:19:59.420000,0:20:02.420000,14
wHWAMBZzLQ,P24,P24_01,0:07:07.250000,0:07:10.250000,14
QplhPJPUjN,P25,P25_101,0:01:03.750000,0:01:06.750000,14
oBRAvJvYLF,P35,P35_108,0:12:47.820000,0:12:50.820000,14
fRcHNxFViA,P27,P27_103,0:36:13.350000,0:36:16.350000,14
HFJgDBcfGm,P13,P13_08,0:36:11.420000,0:36:14.420000,14
cRcxyGlRtU,P25,P25_102,0:05:27.210000,0:05:30.210000,14
iEOUqDnRxI,P25,P25_09,0:09:25.830000,0:09:28.830000,14
zVRWbdCfVD,P26,P26_02,0:04:29.060000,0:04:32.060000,14
QemGgejxbD,P13,P13_09,0:05:58.340000,0:06:01.340000,14
hicKKheLum,P25,P25_107,0:26:36.140000,0:26:39.140000,14
uIdcDRkVys,P27,P27_04,0:03:11.880000,0:03:14.880000,14
cbOvKDPMmk,P25,P25_107,0:27:05.140000,0:27:08.140000,14
nYwTmMlsdT,P28,P28_02,0:02:07.960000,0:02:10.960000,14
DKIWNWHpWz,P03,P03_09,0:08:22.870000,0:08:25.870000,14
VxmEmrKqRd,P26,P26_118,0:04:51.320000,0:04:54.320000,14
cafucbjiDk,P26,P26_19,0:05:58.300000,0:06:01.300000,14
camRRFjjDi,P24,P24_06,0:05:04.500000,0:05:07.500000,14
RRrMnRNVNy,P25,P25_10,0:05:14.760000,0:05:17.760000,14
fcETTkMXgd,P26,P26_02,0:02:31.060000,0:02:34.060000,14
EgQybsasIE,P35,P35_104,0:09:07.760000,0:09:10.760000,14
PdynhwWvNR,P22,P22_111,0:21:58.280000,0:22:01.280000,14
AivDJENmvg,P25,P25_107,0:13:29.140000,0:13:32.140000,14
QuSPkbfoIK,P01,P01_109,0:23:31.580000,0:23:34.580000,14
UXuXEbtRHp,P02,P02_129,0:10:10.180000,0:10:13.180000,14
AZMwSFsqZZ,P29,P29_03,0:16:39.210000,0:16:42.210000,14
KKHozJQiXe,P22,P22_111,0:13:14.280000,0:13:17.280000,14
NjzmdiMxUb,P35,P35_108,0:03:58.820000,0:04:01.820000,14
XiyFFLmNFX,P26,P26_124,0:06:50.310000,0:06:53.310000,14
hegQadFUcJ,P27,P27_07,0:04:48.350000,0:04:51.350000,14
vemwBKvjhi,P24,P24_06,0:04:55.500000,0:04:58.500000,14
meVPaFvaRT,P25,P25_107,0:32:11.140000,0:32:14.140000,14
PCIoXwILmR,P25,P25_09,0:09:24.830000,0:09:27.830000,14
LCnPyESNxX,P13,P13_09,0:02:29.340000,0:02:32.340000,14
BrbiVVduoY,P22,P22_11,0:01:10.730000,0:01:13.730000,14
bKSXsugBSM,P26,P26_118,0:04:52.320000,0:04:55.320000,14
YcIZCvnOVH,P25,P25_107,0:05:45.140000,0:05:48.140000,14
hcvRvaOTLx,P25,P25_107,0:29:44.140000,0:29:47.140000,14
cYZgFiloHJ,P04,P04_110,0:05:33.540000,0:05:36.540000,14
JNMzNKqIZf,P22,P22_17,0:18:44.280000,0:18:47.280000,14
KIxhHVTJgx,P26,P26_01,0:00:35.570000,0:00:38.570000,14
JNpEQteCvM,P09,P09_106,0:02:08.850000,0:02:11.850000,14
nuaVEHstRu,P26,P26_112,0:05:44.250000,0:05:47.250000,14
HUNfAXCdzG,P26,P26_103,0:04:32.590000,0:04:35.590000,14
ytxALwOqVq,P22,P22_07,0:23:57.690000,0:24:00.690000,14
hqCxSGTpus,P35,P35_108,0:03:38.820000,0:03:41.820000,14
RAJvLcCiPz,P25,P25_107,0:14:51.140000,0:14:54.140000,14
xEPGwAimWz,P28,P28_02,0:02:04.960000,0:02:07.960000,14
zmEcYhjJoE,P13,P13_04,0:02:52.230000,0:02:55.230000,14
OWGxkOcPoT,P24,P24_06,0:04:58.500000,0:05:01.500000,14
CUwuYExHYB,P25,P25_09,0:14:04.830000,0:14:07.830000,14
dSiWgUnLGY,P35,P35_108,0:12:50.820000,0:12:53.820000,14
cFJgzVVoHM,P25,P25_107,0:30:33.140000,0:30:36.140000,14
mrfYQSUqTc,P15,P15_13,0:00:21.630000,0:00:24.630000,14
PPdLKLMPUi,P25,P25_10,0:03:55.760000,0:03:58.760000,14
hucWruCIvX,P35,P35_107,0:07:04.190000,0:07:07.190000,14
vljAJugYbr,P35,P35_108,0:15:37.820000,0:15:40.820000,14
pxPUvcQxES,P22,P22_113,0:10:51.750000,0:10:54.750000,14
IVlFpiqqJd,P13,P13_09,0:05:59.340000,0:06:02.340000,14
zIOeMTRfRr,P26,P26_103,0:04:33.590000,0:04:36.590000,14
vQePTzSawL,P02,P02_129,0:11:01.180000,0:11:04.180000,14
RQiZTOmooN,P13,P13_09,0:02:34.340000,0:02:37.340000,14
AhfBIYDXfM,P31,P31_09,0:03:15,0:03:18,14
MDbgOClngG,P25,P25_107,0:13:21.140000,0:13:24.140000,14
WGonutZnEx,P01,P01_102,0:03:30.540000,0:03:33.540000,14
AVmVXTJLln,P04,P04_115,0:03:30.260000,0:03:33.260000,14
OcsLKUGDTQ,P26,P26_02,0:03:49.060000,0:03:52.060000,14
XwQwVvxUSr,P25,P25_107,0:23:26.140000,0:23:29.140000,14
IpDmMZzYQV,P30,P30_101,0:02:35.420000,0:02:38.420000,14
JhoGHQqNVl,P25,P25_107,0:05:54.140000,0:05:57.140000,14
IjvcxDtYUA,P28,P28_111,0:01:07.100000,0:01:10.100000,14
CeTdKXAjeT,P25,P25_102,0:03:21.210000,0:03:24.210000,14
nXeAKJWvaj,P26,P26_124,0:07:20.310000,0:07:23.310000,14
JOtCpSsSmZ,P25,P25_101,0:05:41.750000,0:05:44.750000,14
UdmlaTnvjI,P28,P28_107,0:00:16.290000,0:00:19.290000,14
zEvyadqEre,P35,P35_105,0:14:43.200000,0:14:46.200000,14
tkMPRnIpmk,P25,P25_107,0:25:51.140000,0:25:54.140000,14
ybKrQdnVfn,P25,P25_104,0:01:57.060000,0:02:00.060000,14
GojZaadLtV,P26,P26_118,0:04:53.320000,0:04:56.320000,14
FHFHQQZfvK,P25,P25_104,0:07:48.060000,0:07:51.060000,14
DgPnrzbcgc,P22,P22_08,0:05:09.490000,0:05:12.490000,14
kfkvyZiVYW,P11,P11_103,0:01:58.070000,0:02:01.070000,14
owFdOXaGEA,P35,P35_108,0:04:04.820000,0:04:07.820000,14
wnOAlgLrUc,P06,P06_106,0:01:15.280000,0:01:18.280000,14
uShvSyVxui,P30,P30_108,0:06:44.610000,0:06:47.610000,14
cABvyvGZDs,P03,P03_17,0:02:20.970000,0:02:23.970000,14
IUALYPUSiI,P35,P35_107,0:04:24.190000,0:04:27.190000,14
nNYuclLeMc,P22,P22_08,0:05:11.490000,0:05:14.490000,14
YxCqQsjFxu,P28,P28_107,0:00:24.290000,0:00:27.290000,14
ciGRnYdeao,P29,P29_03,0:16:36.210000,0:16:39.210000,14
CDsynhhgrZ,P25,P25_09,0:12:48.830000,0:12:51.830000,14
FAkliVGLii,P04,P04_20,0:01:26.060000,0:01:29.060000,14
hqyoMIlVRk,P35,P35_108,0:13:14.820000,0:13:17.820000,14
XnUcAsRxLL,P25,P25_107,0:19:08.140000,0:19:11.140000,14
kLMcgwBbAm,P26,P26_117,0:10:24.680000,0:10:27.680000,14
ijRySZBwfj,P15,P15_02,0:08:31.250000,0:08:34.250000,14
dReVOMxwSE,P13,P13_08,0:19:57.420000,0:20:00.420000,14
WXKDhtKMUS,P26,P26_112,0:05:08.250000,0:05:11.250000,14
LmpDkRjqZn,P25,P25_107,0:27:04.140000,0:27:07.140000,14
SEiOcXAHue,P20,P20_03,0:01:46.500000,0:01:49.500000,14
swCgDKyPcd,P08,P08_04,0:01:59.320000,0:02:02.320000,14
tOAvwBsqEW,P27,P27_103,0:36:10.350000,0:36:13.350000,14
ZVbSKSrmPK,P35,P35_104,0:10:07.760000,0:10:10.760000,14
pyQSitIqQh,P07,P07_04,0:00:09.580000,0:00:12.580000,14
NsknKVVusS,P24,P24_02,0:09:29.130000,0:09:32.130000,14
XaIoTUZOty,P25,P25_102,0:03:48.210000,0:03:51.210000,14
HXzLptBpvD,P35,P35_104,0:10:47.760000,0:10:50.760000,14
iKLhYkPQPt,P26,P26_02,0:05:10.060000,0:05:13.060000,14
HJWUZIKXme,P29,P29_03,0:16:29.210000,0:16:32.210000,14
eHRkRIhtQd,P26,P26_112,0:05:22.250000,0:05:25.250000,14
JgXkLUlUtj,P25,P25_107,0:15:44.140000,0:15:47.140000,14
KWsGTtuuIY,P35,P35_104,0:10:06.760000,0:10:09.760000,14
cQroordYgi,P22,P22_10,0:05:05.020000,0:05:08.020000,14
zskzNtsIIg,P29,P29_03,0:07:42.210000,0:07:45.210000,14
TsGiOCLncn,P35,P35_108,0:14:30.820000,0:14:33.820000,14
pIPBAREvaK,P26,P26_19,0:02:41.300000,0:02:44.300000,14
RIGWXRXwfM,P24,P24_05,0:20:22.140000,0:20:25.140000,14
cbfIKkJPBF,P30,P30_06,0:00:53.620000,0:00:56.620000,14
DFjYzybqRx,P13,P13_09,0:03:01.340000,0:03:04.340000,14
TGdWBbyUXh,P25,P25_05,0:20:01.970000,0:20:04.970000,14
WeJRflnuMl,P25,P25_107,0:30:20.140000,0:30:23.140000,14
OiPgNMshUO,P22,P22_16,0:22:00.960000,0:22:03.960000,14
smKkgCSCNI,P27,P27_101,0:11:06.280000,0:11:09.280000,14
OpAnXfAuQi,P22,P22_17,0:18:49.280000,0:18:52.280000,14
MehNRtQaMW,P35,P35_108,0:14:35.820000,0:14:38.820000,14
fQYJUNlgki,P25,P25_103,0:03:34.020000,0:03:37.020000,14
hXByplGrks,P25,P25_103,0:06:00.020000,0:06:03.020000,14
SJxGdVwapk,P35,P35_108,0:07:32.820000,0:07:35.820000,14
LNcvtlfkbp,P13,P13_09,0:02:44.340000,0:02:47.340000,14
WvhIlQcBtd,P27,P27_101,0:10:54.280000,0:10:57.280000,14
dTllasUEFU,P27,P27_01,0:02:41.590000,0:02:44.590000,14
jhDhzOZMsx,P26,P26_19,0:05:30.300000,0:05:33.300000,14
CoRiGDygzE,P13,P13_09,0:03:00.340000,0:03:03.340000,14
mdSLDawrPg,P03,P03_19,0:08:19.580000,0:08:22.580000,14
QcZXiJLekw,P35,P35_107,0:08:17.190000,0:08:20.190000,14
EgmdRsOxfD,P13,P13_09,0:02:55.340000,0:02:58.340000,14
